author id,created_at,geo,tweet_id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,username,name,account_description,account_created_at,verified,followers_count,following_count,tweet_count,listed_count
20644483,2016-01-01 23:59:47+00:00, ,683075173889646592,en,0,0,0,2,Twitter for Android,RT @OximityPoverty: 2015 In Review: A Great Year For The Environment https://t.co/gmdnZXiK9Y #climatechange https://t.co/iCPzepMhrs,GriswoldTravel,Marcus Griswold,"Dad, outdoor explorer, scientist, climate planner. #specialneeds #california #water #environmentaljustice #climate #socent
@sustainsmc Tweets are my own.",2009-02-12T00:58:12.000Z,False,2343,4804,5131,149
24859059,2016-01-01 23:59:34+00:00, ,683075119820976138,en,1,0,1,0,TweetDeck,@muddyhooves Interesting question then. How MUCH higher should towns be for - say - the next 200 years? #ClimateChange @MichaelWhite,Simon_Gardner,Simon Gardner 🇩🇪🇬🇧🇪🇺,𝕾𝖊𝖈𝖔𝖓𝖉 𝖌𝖊𝖓𝖊𝖗𝖆𝖙𝖎𝖔𝖓 𝖗𝖊𝖋𝖚𝖌𝖊𝖊. 𝕴𝖓𝖙𝖊𝖗𝖓𝖆𝖑 𝖊𝖝𝖎𝖑𝖊. 𝕰𝖚𝖗𝖔𝖕𝖊𝖆𝖓 𝖈𝖎𝖙𝖎𝖟𝖊𝖓. 𝕭𝖗𝖊𝖝𝖎𝖙 𝖎𝖘 𝖆𝖓 𝖎𝖉𝖊𝖆 𝖙𝖍𝖆𝖙 𝖓𝖔𝖜 𝖍𝖆𝖘 𝖙𝖔 𝖇𝖊 𝖙𝖊𝖘𝖙𝖊𝖉 𝖙𝖔 𝖉𝖊𝖘𝖙𝖗𝖚𝖈𝖙𝖎𝖔𝖓.,2009-03-17T09:02:57.000Z,False,1676,1587,108442,51
1099979496,2016-01-01 23:59:28+00:00, ,683075095565340672,en,0,0,0,7,Twitter Web Client,"RT @mterry337: #ClimateChange is NOT just a NATIONAL ISSUE...Its ONE of GLOBAL MAGNITUDE!!!
#ClimateOfDenial
#GlobalWarming
#ActOnPlanet
#S…",Recall369,David G. Martin,"Retired Navy Veteran, interest in  politics, reading, computers, social justice and blogging.https://t.co/4NSRCkpGUt. Proud Michigan supporter of Bernie Sanders",2013-01-18T04:16:13.000Z,False,2480,4539,124281,56
179807615,2016-01-01 23:59:21+00:00, ,683075067022950400,en,0,0,0,2,Twitter Web Client,RT @VICESports: WATCH: Climate change is forcing slopes around the world to open later and close earlier. https://t.co/kfX6TwRpaW https://t…,2112hockey,Darryl Wolski,Hockey Agent / Europe & KHL & Asia,2010-08-18T04:23:16.000Z,True,10740,5738,8421,70
284383568,2016-01-01 23:59:20+00:00, ,683075061327224832,en,0,0,0,3,Twitter for Android,RT @PeaceOnEarth222: How Big #Oil Conquered the World https://t.co/l3SA6HdGtN @corbettreport #Education #BigPharma #GMO #ClimateChange http…,pppatticake,#BecomeUngovernable ⏳,#DisbandCongress #DirectDemocracyNow because #WeHaveNoFranchise #medicare4all luvluvluvgreat nyc live music#ElectionIntegrity #Progressive #NoMiddleGround,2011-04-19T05:32:44.000Z,False,12314,12303,497201,437
16912972,2016-01-01 23:59:18+00:00, ,683075052582100993,en,0,0,0,3,Twitter for iPhone,RT @selenalarson: Big Oil braced for global warming while it fought regulations https://t.co/aR1JvBiDXF,BenderDrummer,BenderDrummer,I like to solve hard problems. I mostly retweet tech and avoid politics. Background in Industrial Design. People before products.,2008-10-22T21:14:29.000Z,False,389,739,5386,31
1078413770,2016-01-01 23:59:12+00:00, ,683075030033412096,en,0,0,0,1,Twitter for Android,5 big corporate scandals of '15 via @guardian https://t.co/PAuufDJtUj. Assumed #FIFAGate would be on it; perhaps on a #NFP #governance list?,ahernemj,MJ Aherne,"Monitoring diverse perspectives about #leadership, #talent, #governance, #oversight, #foresight, #society, #health, #hpm, #Indigenous, #cdnpse, #cdnmuni",2013-01-11T03:38:01.000Z,False,1434,2260,32766,287
101102896,2016-01-01 23:59:07+00:00, ,683075007052779524,en,0,0,0,0,dlvr.it,"#climatechange The Independent COP21: Climate change deal obscures problems, says… https://t.co/GV4AcesdEg via #hng https://t.co/PLOk1eB8g5",Hurshal,Hurshal,"HurshalNewZ Group. 

A vote for any political leader, is a vote for the devil.",2010-01-02T01:21:40.000Z,False,1089,46,321334,119
2927193662,2016-01-01 23:58:58+00:00, ,683074968503062528,en,0,0,0,172,Hootsuite,RT @ClimateReality: More trees can mean fewer climate change impacts. Retweet if you’re pining for more trees! https://t.co/c5Ltojx4rM,OurDominoEffect,MyDomino,"Ready to ditch dirty fuels and switch to 100% clean energy? We make it easy to switch.

Like us on Facebook! https://t.co/Bwuw65cjCP",2014-12-11T21:07:23.000Z,False,1752,2024,8242,121
20369095,2016-01-01 23:58:56+00:00, ,683074962664468480,en,16,0,8,16,TweetDeck,"In 2006, Al Gore predicted the world would end 25 days from today because of Global Warming",SaintRPh,Matt Dawson,Artist. Twitter’s Pharmacist,2009-02-08T14:30:51.000Z,False,25180,3880,298436,436
2613614706,2016-01-01 23:58:45+00:00, ,683074916921556992,en,0,0,0,27,Twitter Web Client,RT @climatehawk1: Historic U.S. floodwaters move south: https://t.co/FXJlfzmfeG via @TR_Foundation #climate #globalwarming #ActOnClimate,beat__the__heat,backhome,,2014-07-09T14:18:05.000Z,False,209,39,13821,0
20067615,2016-01-01 23:58:45+00:00, ,683074914908303360,en,0,0,0,159,Twitter for Android,RT @BadAstronomer: Still believe in global warming? Today was the coldest day in 2016! #VoteCruz,SimplyPaul,Paul Smith,"50, Erotic Trade Only features editor, journalist, geocacher, photographer, PHEV & classic car owner, porn baron, YouTube addict atheist t-total veggie orphan",2009-02-04T16:43:36.000Z,False,1883,3308,71462,67
4034290115,2016-01-01 23:58:38+00:00, ,683074885367762944,en,0,0,0,47,Twitter for iPad,RT @uncclearn: Free e-course on REDD+ available here! https://t.co/o8glIcqnff @unredd  #COP21 #climatechange #deforestation https://t.co/Mf…,CBRNjalaU,CBR@NjalaUniversity,"The Center for Biodiversity Research at Njala University combines training, science & practice to promote effective conservation in Sierra Leone & West Africa.",2015-10-24T21:22:12.000Z,False,77,144,174,0
1046763757,2016-01-01 23:58:29+00:00, ,683074850475229184,und,0,0,0,0,Twitter for iPad,https://t.co/wWhmDZ60xu,dunvirkin,William Taylor,Semi-retired sheep and beef farmer. Developing elite Alpaca Stud,2012-12-30T04:00:40.000Z,False,4004,4959,176085,108
167744248,2016-01-01 23:58:27+00:00, ,683074840870436864,en,0,0,0,14,Twitter for Android,RT @climatehawk1: Better late than never? #Climate change finally gets taken [somewhat] seriously https://t.co/dGvKbp0p6C via @WIRED #divest,piapaulette,🏳️‍🌈 María Paula Ávila🏳️‍🌈,"Politóloga, internacionalista, feminista, vegetariana, pacifista, municipalista, derecho a la ciudad,  cooperación Sur-Sur. Mamá de A.",2010-07-17T11:25:46.000Z,False,8364,6665,459629,592
